iter	Logloss
235	0.001123179677
236	0.001123176651
237	0.001123176651
238	0.001123168076
239	0.00112316505
240	0.001123161223
241	0.001123158122
242	0.001123155097
243	0.001123152071
244	0.001123149046
245	0.001114872012
246	0.001114866159
247	0.001114860489
248	0.001107006775
249	0.001106994604
250	0.001106991142
251	0.001106988294
252	0.001103180851
253	0.001103179461
254	0.001103157416
255	0.001103154452
256	0.001097453486
257	0.001093113511
258	0.001093110713
259	0.001093107916
260	0.001087638401
261	0.001087635758
262	0.001084049551
263	0.001080612655
264	0.001077317335
265	0.001073235591
266	0.001070077546
267	0.001070071136
268	0.001064906913
269	0.001056991827
270	0.001054082238
271	0.0010540774
272	0.001051103295
273	0.001048247498
274	0.001045504067
275	0.001045493211
276	0.001042856589
277	0.001037844851
278	0.001031538444
279	0.001029030634
280	0.001029025614
281	0.001026612808
282	0.001021872724
283	0.001021870383
284	0.001017363411
285	0.001013012096
286	0.001013006314
287	0.001013001637
288	0.001013000444
289	0.001012999848
290	0.001008828335
291	0.001004825682
292	0.001004825682
293	0.001003467912
294	0.001001162578
295	0.0009989430871
296	0.0009950766722
297	0.0009891512197
298	0.0009866307495
299	0.0009866262268
300	0.0009866256672
301	0.0009849910448
302	0.000984988787
303	0.0009849779367
304	0.0009849705162
305	0.0009849630965
306	0.0009849556776
307	0.0009833690613
308	0.0009833582974
309	0.0009833537879
310	0.0009833492791
311	0.00098136022
312	0.0009813564237
313	0.0009813541731
314	0.0009803053785
315	0.0009803042535
316	0.0009775076104
317	0.0009775076104
318	0.0009755761604
319	0.0009755716643
320	0.0009743195101
321	0.0009743123388
322	0.0009743087541
323	0.0009743076264
324	0.000974304042
325	0.0009743004579
326	0.000974296874
327	0.0009742897032
328	0.0009742874573
329	0.0009742838736
330	0.0009742816279
331	0.0009742780446
332	0.0009742757991
333	0.000974272216
334	0.0009742699707
335	0.0009742628004
336	0.0009737541626
337	0.0009734677079
338	0.0009667680673
339	0.0009655759335
340	0.0009642366924
341	0.0009579095834
342	0.0009558356266
343	0.0009548755059
344	0.0009548710895
345	0.0009535942413
346	0.0009519821573
347	0.0009519810565
348	0.0009519799558
349	0.0009459730365
350	0.0009459686552
351	0.0009446034552
352	0.0009445990823
353	0.0009430888804
354	0.0009373967902
355	0.0009373946168
356	0.0009320046353
357	0.000926897034
358	0.0009254277257
359	0.0009240057658
360	0.0009191427098
361	0.0009191384276
362	0.0009145237924
363	0.0009131322704
364	0.0009131281992
365	0.0009131239425
366	0.0009087297618
367	0.0009087255112
368	0.0009073686079
369	0.0009062176183
370	0.0009024742394
371	0.0009024721417
372	0.0009013474311
373	0.0008971085183
374	0.0008960061774
375	0.0008947808516
376	0.0008947730654
377	0.0008907197634
378	0.0008907156233
379	0.0008895166705
380	0.0008856479873
381	0.0008856438676
382	0.0008856397486
383	0.0008856356302
384	0.0008819538672
385	0.0008819497493
386	0.0008812848527
387	0.0008812848527
388	0.0008777697571
389	0.0008777675073
390	0.0008770295723
391	0.0008770295723
392	0.0008770295723
393	0.0008770295723
394	0.0008736697925
395	0.0008674098436
396	0.0008640376057
397	0.0008631685095
398	0.0008624750427
399	0.0008602422306
400	0.0008602172495
401	0.0008601922892
402	0.0008598133777
403	0.0008598051485
404	0.0008579442555
405	0.0008579402985
406	0.0008579363421
407	0.0008579342651
408	0.0008564363424
409	0.0008564112641
410	0.0008563464228
411	0.0008563380493
412	0.0008563296781
413	0.0008563286881
414	0.0008563276981
415	0.0008563147129
416	0.0008563063435
417	0.0008563053536
418	0.0008563043637
419	0.0008562913812
420	0.0008562784022
421	0.0008562774123
422	0.0008558969774
423	0.0008553367321
424	0.0008552563442
425	0.0008552482473
426	0.0008532029234
427	0.0008531702747
428	0.0008524972264
429	0.0008524892205
430	0.0008524732372
431	0.000852469319
432	0.0008524654015
433	0.0008486507472
434	0.0008486488039
435	0.0008482408583
436	0.0008482398893
437	0.0008479645285
438	0.00084796066
439	0.000847959693
440	0.0008473127709
441	0.0008452975646
442	0.0008449439571
443	0.0008443099909
444	0.0008435478002
445	0.0008428026628
446	0.0008428007639
447	0.0008424738728
448	0.0008416472622
449	0.0008416447481
450	0.0008416409776
451	0.0008416372077
452	0.0008407617028
453	0.0008407617028
454	0.0008407617028
455	0.0008407492606
456	0.0008407492606
457	0.000840559941
458	0.0008399872545
459	0.0008394248825
460	0.00083939848
461	0.0008387416977
462	0.0008382012808
463	0.0008381975683
464	0.0008381938564
465	0.0008381906833
466	0.0008381875105
467	0.0008381843381
468	0.000838181166
469	0.0008381685089
470	0.0008381647979
471	0.0008381521441
472	0.000837403541
473	0.0008373995143
474	0.0008373963356
475	0.0008373899787
476	0.0008373776094
477	0.000837374431
478	0.0008373680748
479	0.0008373606879
480	0.0008373543325
481	0.0008373479779
482	0.0008373405933
483	0.0008373342394
484	0.0008373278865
485	0.0008373155211
486	0.0008373081393
487	0.0008372322206
488	0.0008368980931
489	0.000836894411
490	0.0008365234605
491	0.0008356426348
492	0.0008356389582
493	0.0008350133476
494	0.0008349896721
495	0.000834986011
496	0.0008349823505
497	0.0008349786906
498	0.0008342751887
499	0.0008342733668
500	0.0008342715451
501	0.0008342652249
502	0.0008342634033
503	0.0008342570839
504	0.0008342507654
505	0.0008342444478
506	0.0008339466208
507	0.0008334650293
508	0.000833463217
509	0.0008334568641
510	0.0008334554584
511	0.0008325777215
512	0.0008323173513
513	0.0008323137296
514	0.0008322969459
515	0.000832284443
516	0.0008322676684
517	0.0008317960236
518	0.0008313319767
519	0.0008313319767
520	0.0008313193883
521	0.0008313121918
522	0.0008312996065
523	0.0008312870246
524	0.0008305426302
525	0.0008305354678
526	0.0008300901044
527	0.0008300880962
528	0.0008300817519
529	0.0008300754084
530	0.0008300754084
531	0.0008300248223
532	0.0008300184864
533	0.0008300184864
534	0.0008300184864
535	0.0008300121513
536	0.000830005817
537	0.0008299994836
538	0.000829998591
539	0.000829998591
540	0.0008293766101
541	0.0008242622596
542	0.0008242545925
543	0.0008242510751
544	0.0008240155337
545	0.000824013778
546	0.0008240106787
547	0.0008234826355
548	0.0008226229135
549	0.0008226168024
550	0.0008223587245
551	0.0008219397426
552	0.000821937731
553	0.0008219368592
554	0.0008218391661
555	0.0008218382943
556	0.0008209909924
557	0.0008209763111
558	0.0008209702894
559	0.0008203809743
560	0.0008203779498
561	0.0008200534772
562	0.0008194828958
563	0.0008188382846
564	0.0008176593553
565	0.0008176576315
566	0.0008171065325
567	0.0008171042446
568	0.00081710081
569	0.0008170888114
570	0.0008170768158
571	0.0008170733817
572	0.000817069948
573	0.0008170665149
574	0.0008170545224
575	0.0008170510898
576	0.0008170476577
577	0.0008170442261
578	0.0008165038813
579	0.0008162070526
580	0.0008156830612
581	0.0008156769985
582	0.0008156761486
583	0.0008151621141
584	0.0008146577548
585	0.0008146567517
586	0.0008141617775
587	0.0008141495032
588	0.0008141372322
589	0.0008139453551
590	0.0008139330668
591	0.0008139313862
592	0.0008139191011
593	0.0008134366781
594	0.0008134333278
595	0.0008134209973
596	0.0008134176475
597	0.0008134053203
598	0.0008133821723
599	0.000813375475
600	0.0008133687798
601	0.0008129585955
602	0.000812957761
603	0.0008128838537
604	0.0008128838537
605	0.0008128829034
606	0.0008128819532
607	0.0008125554923
608	0.0008125546597
609	0.0008122456505
610	0.0008122390045
611	0.0008121770822
612	0.0008121704376
613	0.0008121696072
614	0.0008121572077
615	0.0008121057667
616	0.0008120933648
617	0.0008120925347
618	0.0008120917047
619	0.0008115669436
620	0.0008115659515
621	0.0008115535
622	0.0008111681038
623	0.0008111672786
624	0.0008111174787
625	0.000811092531
626	0.0008110862968
627	0.0008107186658
628	0.0008107177813
629	0.0008106430637
630	0.0008106414172
631	0.0008106344051
632	0.0008106273951
633	0.0008106257489
634	0.0008105511413
635	0.0008105480246
636	0.0008105463784
637	0.0008101138768
638	0.0008096886826
639	0.0008096854086
640	0.0008093235588
641	0.0008093202931
642	0.0008093170279
643	0.0008093137632
644	0.0008093106151
645	0.0008093073509
646	0.0008088953244
647	0.0008088700583
648	0.000808819705
649	0.0008088070915
650	0.0008087944814
651	0.0008087928536
652	0.0008083234287
653	0.0008083222417
654	0.0008079241949
655	0.0008075325333
656	0.0008071470841
657	0.0008071470841
658	0.0008071406953
659	0.0008071406953
660	0.0008071224504
661	0.0008071160615
662	0.0008071096733
663	0.0008071096733
664	0.0008071032861
665	0.0008066641011
666	0.000806657692
667	0.0008066065864
668	0.00080660498
669	0.0008065985788
670	0.0008065969725
671	0.0008065953663
672	0.0008065937602
673	0.0008062614804
674	0.0008062550708
675	0.0008062518617
676	0.0008062454539
677	0.0008062390362
678	0.0008062326194
679	0.0008062267293
680	0.0008062251278
681	0.0008062235265
682	0.0008062171101
683	0.0008062106947
684	0.0008062090934
685	0.0008062032045
686	0.0008061622504
687	0.0008061558331
688	0.0008061542325
689	0.000806152632
690	0.0008061510316
691	0.0008061494313
692	0.0008057246006
693	0.0008053071175
694	0.0008052974846
695	0.0008048871229
696	0.0008048838755
697	0.0008048709157
698	0.0008048579595
699	0.0008048450069
700	0.0008048416261
701	0.0008048382462
702	0.0008048252969
703	0.0008045831101
704	0.000804577638
705	0.0008045708946
706	0.0008045449514
707	0.0008044932508
708	0.0008043751031
709	0.00080436877
710	0.0008039712252
711	0.0008039645162
712	0.0008035735868
713	0.0008035727513
714	0.0008035207263
715	0.0008035076938
716	0.0008032212721
717	0.0008032204861
718	0.0008032200694
719	0.0008028925071
720	0.000802889183
721	0.0008028858598
722	0.0008028792158
723	0.0008028758954
724	0.0008028726216
725	0.000802869348
726	0.0008028660286
727	0.0008028455513
728	0.0008028451365
729	0.0008028447218
730	0.000802844307
731	0.0008028438923
732	0.0008028406183
733	0.0008028402036
734	0.0008025176029
735	0.0008025168686
736	0.0008021477654
737	0.0008021462051
738	0.0008019154465
739	0.0008018812393
740	0.0008018781243
741	0.0008018715457
742	0.000801868258
743	0.0008015092617
744	0.0007977085024
745	0.0007976416322
746	0.000797634962
747	0.00079763342
748	0.0007976330232
749	0.0007973790869
750	0.000797078533
751	0.0007970718359
752	0.0007970686727
753	0.0007967245574
754	0.0007965095217
755	0.0007964912765
756	0.0007961869189
757	0.0007961861535
758	0.0007961056185
759	0.0007957749031
760	0.0007957717648
761	0.0007957713725
762	0.0007957706085
763	0.0007954448748
764	0.0007951239905
765	0.0007951236
766	0.0007948366172
767	0.0007945681174
768	0.0007943174804
769	0.0007943106622
770	0.0007943044492
771	0.0007941230474
772	0.0007938633723
773	0.000793565275
774	0.0007935645193
775	0.0007935576649
776	0.0007933048151
777	0.0007932773531
778	0.0007932226293
779	0.0007932089203
780	0.000793195215
781	0.000793192131
782	0.0007930191756
783	0.0007927713138
784	0.0007927698075
785	0.0007924850466
786	0.0007922041589
787	0.0007922024337
788	0.0007921199866
789	0.0007921169255
790	0.0007918396719
791	0.0007918258667
792	0.0007918243667
793	0.0007918228668
794	0.0007918213671
795	0.0007915477991
796	0.0007915408844
797	0.000791270927
798	0.0007910045136
799	0.000791003755
800	0.0007910029965
801	0.0007907894519
802	0.0007907864232
803	0.0007905628485
804	0.0007905598259
805	0.0007905568042
806	0.0007905537833
807	0.0007903448975
808	0.0007901261427
809	0.000785453793
810	0.0007854507428
811	0.0007852365147
812	0.000785222684
813	0.0007852088572
814	0.0007850324412
815	0.000785029663
816	0.0007848429935
817	0.0007848108131
818	0.000784667533
819	0.0007846605953
820	0.0007844658194
821	0.0007844654414
822	0.0007844650634
823	0.0007844511721
824	0.0007842470285
825	0.0007842454582
826	0.0007842450809
827	0.0007842311741
828	0.0007842282191
829	0.0007842143162
830	0.000784213939
831	0.0007842135618
832	0.0007842105444
833	0.0007842075904
834	0.00078420602
835	0.0007841380376
836	0.000784135085
837	0.0007840796401
838	0.00078406575
839	0.0007838643801
840	0.0007838643801
841	0.0007837676153
842	0.0007837537008
843	0.0007836574304
844	0.0007836515369
845	0.0007835683798
846	0.0007834040931
847	0.0007822077314
848	0.0007822069885
849	0.0007822000002
850	0.0007821992575
851	0.0007820050033
852	0.000781992327
853	0.0007819853303
854	0.0007817614605
855	0.0007816035006
856	0.0007813840454
857	0.000781229223
858	0.0007811452368
859	0.0007810232898
860	0.000780939379
861	0.0007809379063
862	0.0007808541371
863	0.0007808526646
864	0.0007807261244
865	0.0007806757539
866	0.0007805741836
867	0.0007800509539
868	0.0007800492191
869	0.0007800353423
870	0.0007800338729
871	0.0007800198364
872	0.0007800059621
873	0.00078000305
874	0.0007799971756
875	0.0007799954416
876	0.000779894165
877	0.0007798802852
878	0.0007798785506
879	0.0007796980409
880	0.0007795443255
881	0.0007793969414
882	0.0007793940213
883	0.0007793385144
884	0.0007793355951
885	0.0007793355951
886	0.0007792801504
887	0.0007792732052
888	0.0007792488266
889	0.0007791610672
890	0.0007791581516
891	0.0007791552368
892	0.000779086113
893	0.0007789511497
894	0.0007789391315
895	0.0007787662401
896	0.0007786829845
897	0.000778599869
898	0.0007784524743
899	0.0007784510283
900	0.0007784506659
901	0.0007784506659
902	0.0007783044591
903	0.0007782975
904	0.0007782561772
905	0.0007780878162
906	0.0007780120486
907	0.0007780050767
908	0.0007779981057
909	0.0007779911357
910	0.0007779193557
911	0.0007779123832
912	0.0007779094984
913	0.0007779025268
914	0.0007778847182
915	0.0007778047084
916	0.0007777490859
917	0.0007777187535
918	0.000777624794
919	0.0007776108472
920	0.0007774749762
921	0.0007774720975
922	0.0007773888779
923	0.0007773878692
924	0.000777373905
925	0.0007773599448
926	0.0007773570739
927	0.0007772736985
928	0.0007772597657
929	0.0007771579242
930	0.0007771572766
931	0.0007770514232
932	0.0007770485495
933	0.0007769760243
934	0.0007769620678
935	0.0007768028714
936	0.0007767173904
937	0.0007767159634
938	0.0007767062941
939	0.0007766923169
940	0.0007766908902
941	0.0007766035271
942	0.0007765895453
943	0.0007764333377
944	0.0007764304919
945	0.0007764234953
946	0.0007764095045
947	0.0007762546381
948	0.0007761988105
949	0.0007761848246
950	0.0007761819841
951	0.0007760544309
952	0.0007759277956
953	0.000775926797
954	0.0007759239651
955	0.0007759169615
956	0.0007758216862
957	0.0007758209722
958	0.0007757095845
959	0.0007757095845
960	0.0007756956019
961	0.0007756956019
962	0.0007756542438
963	0.0007756542438
964	0.000775640261
965	0.0007756262822
966	0.0007755986578
967	0.0007755779179
968	0.0007755503858
969	0.0007755228986
970	0.0007755089133
971	0.0007755082072
972	0.0007755075012
973	0.0007755067878
974	0.0007755060819
975	0.0007753990754
976	0.0007753983703
977	0.0007753779039
978	0.0007753062812
979	0.0007752922802
980	0.0007752274864
981	0.0007752134829
982	0.0007751994834
983	0.0007751854879
984	0.0007751847841
985	0.0007751802612
986	0.0007751757395
987	0.000775161747
988	0.0007751477584
989	0.0007750087488
990	0.000774929651
991	0.0007749239591
992	0.0007749211522
993	0.0007748339463
994	0.0007748199318
995	0.0007748059212
996	0.0007748052203
997	0.0007747912136
998	0.0007747772109
999	0.0007747765101
